method name: freqs			
corpus: parlamint51_si			
subcorpus: -			
concordance size: 869			
"query: Query:([lemma=""""naš""""][]{1,3}[lemma=""""vaš""""])|([lemma=""""vaš""""][]{1,3}[lemma=""""naš""""])within<s/>"			
speech.subcorpus	Frequency	Relative density	Relative in text types
Referenčni	732	95.82904	10.19491
COVID	133	133.83529	14.23825
COVID,Vojna	4	69.39813	7.38302
Parliamentary body	Frequency	Relative density	Relative in text types
Spodnji dom	869	100	10.63864
speech.date	Frequency	Relative density	Relative in text types
0.24	4	102.25372	10.8784
0.71	4	181.12919	19.26968
0.19	4	115.66085	12.30474
0.28	4	93.50469	9.94763
0.3	4	102.46551	10.90094
4.1	4	421.87534	44.88179
0.76	3	138.26001	14.70898
0.69	3	155.29848	16.52164
3.53	3	303.84012	32.32445
0.65	3	130.34198	13.86661
2.03	3	239.86371	25.51823
1.01	3	219.51656	23.35357
0.38	3	109.57489	11.65728
2.52	3	373.87433	39.77514
0.85	3	168.54703	17.93111
0.48	3	105.40615	11.21378
0.49	3	135.85998	14.45365
1.22	2	170.80424	18.17125
3.39	2	223.79437	23.80867
2.19	2	178.32181	18.97101
1.35	2	226.67082	24.11469
1.5	2	197.21993	20.98152
0.98	2	144.78784	15.40345
3.01	2	201.63023	21.45071
0.32	2	54.20334	5.7665
4.4	2	494.56483	52.61496
3.15	2	184.90605	19.67149
3.61	2	256.57002	27.29556
1.19	2	225.01584	23.93862
0.51	2	84.69914	9.01084
0.68	2	94.47266	10.0506
4.94	2	307.7429	32.73965
4.22	2	372.70074	39.65028
0.57	2	79.19738	8.42552
0.8	2	87.13147	9.2696
3.36	2	230.33962	24.505
0.41	2	61.23184	6.51423
2.97	2	129.05913	13.73013
4.23	2	308.23233	32.79172
4.93	2	313.26587	33.32722
0.31	2	57.71768	6.14038
3.18	2	193.53688	20.58969
1.34	2	211.84091	22.53699
4.13	2	244.06878	25.9656
0.6	2	88.63669	9.42974
3.38	2	228.46689	24.30577
0.82	2	128.09533	13.6276
3.54	2	225.38813	23.97823
2.05	2	155.37463	16.52975
0.35	2	69.04056	7.34498
2.99	2	120.1109	12.77816
0.94	2	131.98117	14.041
2.69	2	279.89456	29.77697
1.85	2	166.76778	17.74182
0.58	2	83.36725	8.86914
0.77	2	114.9965	12.23406
2.47	2	221.33344	23.54686
1.41	2	193.30206	20.56471
4.03	2	167.11467	17.77873
1.63	2	186.5723	19.84875
4.08	2	223.05883	23.73042
2.56	2	256.79081	27.31905
2.35	1	98.40968	10.46945
1.2	1	94.77892	10.08319
4.68	1	521.33661	55.46312
3.96	1	83.41867	8.87461
4.86	1	194.09637	20.64921
4.98	1	146.03289	15.53591
0.47	1	36.43873	3.87659
3.98	1	108.0537	11.49544
4.54	1	676.87039	72.00979
3.05	1	95.24277	10.13253
2.72	1	118.52444	12.60939
1.69	1	82.0999	8.73431
4.48	1	264.81009	28.17219
2.09	1	94.67772	10.07242
1.06	1	80.88128	8.60467
2.39	1	102.52279	10.90703
3.92	1	94.53299	10.05702
1.05	1	74.96072	7.9748
2.75	1	113.46812	12.07146
3.91	1	91.88995	9.77584
3.85	1	116.11161	12.35269
0.81	1	54.47175	5.79505
3.97	1	96.72861	10.29061
2.41	1	119.75817	12.74064
2.3	1	100.63702	10.70641
4.95	1	149.54101	15.90913
1	1	69.01445	7.3422
3.24	1	104.45039	11.1121
2.58	1	118.93686	12.65326
1.16	1	102.8571	10.9426
0.95	1	89.00893	9.46934
2.07	1	82.21767	8.74684
3.64	1	103.26276	10.98575
0.86	1	59.76411	6.35809
0.43	1	32.32826	3.43929
2.16	1	88.39621	9.40415
3.34	1	102.25178	10.8782
4.38	1	271.98203	28.93519
4.97	1	284.06464	30.22061
3.51	1	97.30134	10.35154
2.79	1	137.48481	14.62651
3.17	1	93.37511	9.93384
4.14	1	124.17696	13.21074
2.84	1	109.03385	11.59972
0.83	1	59.0489	6.282
1.97	1	95.68487	10.17957
1.12	1	81.99247	8.72288
5	1	93.48748	9.9458
2.37	1	85.15531	9.05937
0.92	1	65.66283	6.98563
1.84	1	93.45681	9.94253
4.32	1	255.80197	27.21385
2.61	1	113.24939	12.04819
4.69	1	425.07571	45.22227
4.01	1	102.10627	10.86272
3.55	1	140.33591	14.92983
1.56	1	83.56625	8.89031
0.61	1	42.92296	4.56642
1.08	1	89.01314	9.46979
1.73	1	91.68917	9.75448
4.35	1	185.3984	19.72387
4.62	1	594.69183	63.26711
0.91	1	66.98712	7.12652
2.48	1	122.1089	12.99072
2.78	1	122.43017	13.0249
3.16	1	93.24081	9.91955
3.82	1	125.60733	13.36291
0.84	1	44.61367	4.74629
3.43	1	100.34802	10.67566
4.9	1	153.23681	16.30231
0.63	1	41.60945	4.42668
3.89	1	109.0073	11.59689
3.75	1	122.04707	12.98415
4.83	1	291.56299	31.01833
2.88	1	110.4976	11.75544
1.46	1	86.09202	9.15902
2.96	1	80.11676	8.52333
1.18	1	91.71064	9.75676
4.07	1	103.06575	10.96479
2.36	1	107.51975	11.43864
1.72	1	84.07151	8.94406
1.1	1	107.88627	11.47763
1.43	1	85.46502	9.09231
1.02	1	76.77109	8.1674
1.27	1	99.42142	10.57709
1.17	1	87.98745	9.36067
3.86	1	102.83685	10.94044
0.87	1	65.70367	6.98998
1.38	1	105.1644	11.18806
4.37	1	185.00795	19.68233
2.46	1	136.35597	14.50642
4.06	1	104.39238	11.10593
4.19	1	134.17408	14.27429
4.96	1	108.25779	11.51715
2.14	1	86.6883	9.22245
3.1	1	98.3932	10.4677
3.41	1	109.21755	11.61926
0.79	1	50.05831	5.32552
3.23	1	89.69863	9.54271
1.07	1	77.56551	8.25191
4.45	1	368.7892	39.23415
4.26	1	246.69184	26.24465
1.74	1	80.23781	8.53621
2.9	1	98.99005	10.53119
3.79	1	112.64949	11.98437
1.23	1	88.49691	9.41487
2.55	1	117.87935	12.54076
1.47	1	103.68078	11.03022
4.05	1	111.48708	11.86071
2.15	1	82.00106	8.7238
0.55	1	39.56435	4.20911
0.75	1	45.81152	4.87372
s.senti_3	Frequency	Relative density	Relative in text types
Negativen	487	159.38696	16.9566
Nevtralen	281	63.4636	6.75166
Pozitiven	101	83.69186	8.90367
s.senti_6	Frequency	Relative density	Relative in text types
negativen	316	198.53709	21.12164
mešano negativen	171	116.81805	12.42785
nevtralno pozitiven	154	52.04885	5.53729
nevtralno negativen	127	86.45479	9.19761
mešano pozitiven	83	79.48665	8.4563
pozitiven	18	110.69604	11.77655
s.senti_n	Frequency	Relative density	Relative in text types
0.201	6	1720.66371	183.05519
0.595	5	2628.69822	279.6577
2.829	4	1010.31295	107.48354
0.041	4	1287.98288	137.02384
0.586	4	2141.03959	227.77746
0.194	4	1060.61485	112.83498
0.095	4	971.31924	103.33514
0.478	3	1347.69151	143.37603
2.785	3	795.64069	84.64534
0.092	3	801.86246	85.30725
2.673	3	870.02028	92.55831
0.081	3	775.83012	82.53776
0.279	3	944.78833	100.51261
2.871	3	733.60642	78.04573
1.047	3	2211.34702	235.25721
0.238	3	869.32293	92.48412
0.255	3	916.41797	97.49439
0.24	3	838.68475	89.22464
1.545	3	2419.27739	257.37817
0.192	3	832.39653	88.55566
0.046	3	890.09492	94.69398
2.244	3	1941.01716	206.4978
0.57	3	1524.27553	162.16216
0.277	3	1012.89861	107.75862
1.087	3	2068.44401	220.05428
4.51	3	5689.89048	605.32688
0.772	3	1912.3218	203.445
0.336	3	1095.91921	116.59088
0.074	2	528.68186	56.24455
0.196	2	565.42944	60.15399
1.953	2	1502.14927	159.80823
0.054	2	588.89823	62.65075
3.023	2	580.69433	61.77797
2.294	2	1229.60286	130.813
1.298	2	1646.32614	175.14669
0.203	2	588.84289	62.64487
0.27	2	603.00867	64.15191
0.004	2	1093.94228	116.38056
0.671	2	1125.30816	119.71747
2.807	2	488.04253	51.92108
0.99	2	1482.60238	157.72871
0.003	2	1015.03149	107.98553
0.693	2	1128.00901	120.0048
0.172	2	534.69661	56.88444
0.951	2	1268.94351	134.99831
0.47	2	876.79671	93.27923
0.082	2	501.8392	53.38886
0.163	2	505.97223	53.82856
0.118	2	463.55315	49.31574
0.332	2	758.16253	80.65817
0.752	2	1221.85091	129.9883
0.031	2	659.7669	70.19022
0.058	2	543.44515	57.81516
0.435	2	931.77033	99.12768
0.977	2	1464.46975	155.79964
0.317	2	716.41318	76.21661
0.206	2	548.88754	58.39416
0.044	2	584.59476	62.19292
0.027	2	707.16966	75.23322
0.075	2	526.6823	56.03183
1.222	2	1576.73389	167.74302
0.12	2	483.62313	51.45092
0.26	2	613.51733	65.26989
0.13	2	502.22799	53.43022
3.219	2	832.56856	88.57396
0.078	2	484.70796	51.56633
0.184	2	526.54954	56.0177
2.749	2	523.60178	55.7041
0.121	2	486.46392	51.75314
3.029	2	608.3357	64.71864
0.112	2	491.0767	52.24387
0.045	2	584.06804	62.13689
0.209	2	525.872	55.94562
3.065	2	585.50511	62.28977
4.658	2	5114.0909	544.06964
0.933	2	1471.92281	156.59255
0.894	2	1390.89954	147.97277
0.113	2	485.30857	51.63022
1.115	2	1571.19918	167.1542
3.973	2	2223.46519	236.54642
2.725	2	548.08741	58.30904
4.494	2	3599.34868	382.92169
0.326	2	720.31105	76.63129
2.923	2	521.01874	55.4293
2.389	2	1016.18368	108.10811
1.325	2	1605.41402	170.79419
0.08	2	506.84528	53.92144
0.157	2	530.7416	56.46368
3.92	2	2152.93153	229.0426
0.265	2	609.0452	64.79412
0.159	2	489.52942	52.07926
0.191	2	521.7707	55.5093
2.177	2	1321.57456	140.59754
0.023	2	720.47669	76.64891
0.126	2	475.54888	50.59193
0.188	2	564.22456	60.02581
0.445	2	880.53387	93.67681
1.824	2	1723.45051	183.35167
0.736	2	1310.70196	139.44084
0.903	2	1388.12657	147.67777
0.034	2	655.51094	69.73744
0.173	2	538.68014	57.30823
0.162	2	480.76613	51.14697
0.299	2	664.17234	70.65889
0.165	2	496.70784	52.84295
1.97	2	1385.77312	147.42739
2.764	2	530.51694	56.43978
2.846	2	479.4664	51.0087
1.613	2	1804.33805	191.957
3.344	2	1178.71955	125.39971
4.364	2	3216.87169	342.23135
0.392	2	785.79661	83.59806
0.155	2	522.30706	55.56636
3.617	2	1615.34612	171.85083
4.535	2	3675.34666	391.00684
2.69	2	578.0695	61.49872
0.138	2	482.23369	51.3031
-0.037	1	1918.30593	204.08163
0.409	1	408.89591	43.50096
0.04	1	335.05736	35.64554
0.53	1	488.95646	52.01831
3.334	1	539.18999	57.36247
0.342	1	357.57976	38.04162
0.09	1	249.7197	26.56678
2.16	1	645.09636	68.62947
4.417	1	1504.19252	160.0256
0.372	1	436.12022	46.39725
2.803	1	244.9433	26.05863
4.02	1	1209.43117	128.66701
1.283	1	827.51114	88.03592
2.575	1	375.01293	39.89627
0.779	1	678.53166	72.18653
4.061	1	922.17199	98.10654
2.913	1	240.75248	25.61279
0.459	1	424.13587	45.12228
0.189	1	281.61361	29.95985
1.226	1	777.34858	82.69931
1.788	1	726.35029	77.27378
0.318	1	372.44231	39.62279
1.66	1	812.70094	86.46031
0.714	1	610.56831	64.95615
1.097	1	744.00024	79.1515
-0.082	1	10250.48973	1090.51254
0.823	1	663.82056	70.62147
2.044	1	788.10255	83.84338
0.809	1	616.25248	65.56087
0.694	1	564.71608	60.0781
0.359	1	401.26784	42.68943
3.665	1	736.76901	78.38219
0.564	1	544.40514	57.91729
3.554	1	748.26453	79.60516
3.058	1	299.1534	31.82585
0.833	1	613.55738	65.27415
3.165	1	383.77084	40.82799
2.604	1	344.61428	36.66227
0.955	1	640.69928	68.16168
3.787	1	1034.4117	110.04732
2.167	1	716.16755	76.19048
3.313	1	531.86777	56.58349
0.094	1	256.2832	27.26504
2.717	1	270.09853	28.73481
0.371	1	367.79352	39.12822
0.05	1	292.14294	31.08003
1.225	1	755.66356	80.39231
2.663	1	307.82352	32.74823
3.929	1	965.35885	102.70104
1.795	1	775.61672	82.51506
0.558	1	492.38864	52.38345
0.057	1	291.83455	31.04722
4.56	1	1914.00918	203.62452
0.016	1	409.94806	43.61289
0.483	1	450.00474	47.87438
2.325	1	510.65894	54.32716
2.814	1	264.41529	28.13019
0.017	1	421.70027	44.86317
4.137	1	1281.66063	136.35124
0.244	1	311.20709	33.1082
4.068	1	1236.63979	131.56164
0.127	1	244.16705	25.97605
2.41	1	494.51279	52.60943
1.992	1	761.4175	81.00446
0.301	1	332.89769	35.41578
0.55	1	468.76616	49.87034
0.033	1	347.09572	36.92626
0.125	1	247.47773	26.32826
0.025	1	368.77473	39.23261
1.199	1	733.03432	77.98487
3.448	1	693.75593	73.80618
3.869	1	876.18373	93.21402
0.707	1	598.89768	63.71456
0.083	1	257.58246	27.40327
2.74	1	265.64829	28.26136
0.272	1	326.69606	34.75601
0.156	1	258.48203	27.49897
3.324	1	419.5545	44.63489
0.152	1	243.99593	25.95784
4.361	1	1327.82866	141.26289
0.17	1	261.12451	27.78009
2.832	1	251.49024	26.75514
0.246	1	313.85686	33.3901
3.52	1	787.11263	83.73807
4.373	1	1520.49484	161.75995
1.076	1	764.20318	81.30081
3.829	1	669.49424	71.22507
2.544	1	386.69159	41.13872
0.063	1	279.9279	29.78052
0.73	1	599.43238	63.77144
0.145	1	242.04195	25.74997
3.367	1	607.56894	64.63706
3.541	1	689.02647	73.30303
3.435	1	632.72072	67.31287
4.054	1	1109.50178	118.03588
1.536	1	880.86394	93.71193
3.607	1	825.18647	87.78861
3.26	1	436.66724	46.45545
0.466	1	439.752	46.78363
0.619	1	528.9645	56.27462
2.751	1	268.71638	28.58776
1.567	1	918.38779	97.70396
2.73	1	282.91895	30.09872
0.097	1	258.26187	27.47555
3.089	1	348.09833	37.03292
0.811	1	638.8269	67.96248
0.948	1	692.78443	73.70283
0.506	1	458.47718	48.77573
1.571	1	782.85159	83.28475
2.074	1	720.61477	76.6636
0.289	1	332.5679	35.3807
3.176	1	418.34078	44.50576
2.263	1	633.44559	67.38999
0.893	1	722.27594	76.84033
2.917	1	256.42303	27.27992
0.995	1	659.16543	70.12623
0.658	1	582.92707	62.0155
2.742	1	257.54011	27.39876
3.187	1	442.54704	47.08098
0.366	1	377.71032	40.18324
3.706	1	792.22074	84.2815
2.822	1	255.67672	27.20052
3.954	1	941.948	100.21044
0.819	1	647.0948	68.84208
2.019	1	779.02363	82.87751
2.603	1	334.164	35.5505
3.157	1	380.4314	40.47272
0.123	1	243.06214	25.8585
2.649	1	278.10583	29.58667
0.644	1	526.80037	56.04439
-0.108	1	34813.70029	3703.7037
0.164	1	253.48415	26.96726
4.416	1	1513.39544	161.00467
0.678	1	552.53345	58.78204
1.368	1	888.0207	94.47331
2.179	1	733.89281	78.0762
1.578	1	812.56043	86.44537
1.164	1	726.35029	77.27378
3.47	1	675.75119	71.89073
0.07	1	284.08181	30.22244
3.778	1	836.8678	89.03134
1.078	1	754.45052	80.26326
2.354	1	563.70009	59.97001
0.349	1	368.44227	39.19724
2.498	1	435.7563	46.35854
4.154	1	1274.8812	135.63
4.572	1	2109.92123	224.46689
2.97	1	264.48225	28.13731
1.576	1	791.28707	84.18217
2.229	1	594.80473	63.27912
-0.045	1	2874.52571	305.8104
4.383	1	1697.30933	180.5706
0.624	1	537.6172	57.19515
0.086	1	247.33447	26.31302
0.394	1	392.73415	41.78157
2.262	1	615.84872	65.51792
1.489	1	929.83471	98.92175
0.013	1	494.74704	52.63435
0.344	1	375.17758	39.91379
1.316	1	955.5453	101.65701
0.068	1	266.42383	28.34387
2.772	1	271.91909	28.92849
0.647	1	601.92745	64.03689
3.556	1	720.00759	76.599
0.348	1	372.23583	39.60082
3.442	1	656.17446	69.80803
2.28	1	605.68974	64.43714
2.252	1	637.13815	67.78282
2.27	1	611.20353	65.02373
0.237	1	300.96373	32.01844
1.988	1	764.57614	81.34049
1.01	1	802.70701	85.3971
0.099	1	248.53779	26.44104
0.618	1	521.59697	55.49082
0.398	1	378.36409	40.25279
0.241	1	305.5223	32.50341
0.341	1	363.5544	38.67724
2.775	1	263.22316	28.00336
0.388	1	408.54047	43.46314
0.116	1	232.2806	24.71149
0.002	1	553.05361	58.83737
0.389	1	420.58701	44.74473
3.272	1	457.49533	48.67127
0.245	1	309.19046	32.89365
0.932	1	731.38026	77.8089
0.849	1	653.71021	69.54587
4.226	1	1349.17455	143.5338
4.359	1	1534.64475	163.26531
0.393	1	385.48635	41.0105
4.34	1	1626.80842	173.07027
0.071	1	252.00941	26.81037
0.999	1	741.00899	78.83327
0.187	1	258.07042	27.45518
0.827	1	669.78047	71.25552
0.417	1	421.17121	44.80688
2.872	1	237.15055	25.22959
2.121	1	731.38026	77.8089
4.435	1	1498.4376	159.41336
3.927	1	1214.58833	129.21566
2.359	1	554.75089	59.01794
0.234	1	287.33834	30.56889
1.582	1	801.54337	85.2733
3.283	1	448.63016	47.72814
2.669	1	284.97754	30.31773
2.238	1	666.07845	70.86168
2.5	1	405.50902	43.14064
2.612	1	309.68961	32.94676
0.345	1	351.71933	37.41815
2.36	1	556.65635	59.22066
1.848	1	857.63678	91.24088
0.089	1	242.29775	25.77718
1.414	1	881.93836	93.82623
2.946	1	259.43802	27.60067
-0.007	1	638.56651	67.93478
1.913	1	772.93801	82.23008
4.06	1	1151.50056	122.50398
2.454	1	446.01182	47.44958
0.405	1	390.58003	41.5524
0.065	1	272.36031	28.97543
1.898	1	864.97645	92.02172
1.479	1	800.58761	85.17162
4.003	1	1061.51317	112.93055
2.201	1	677.55345	72.08246
2.826	1	240.66002	25.60295
0.419	1	427.86195	45.51869
2.371	1	506.61308	53.89673
1.542	1	866.49143	92.18289
3.201	1	416.24741	44.28306
0.009	1	453.30339	48.22531
1.715	1	832.4211	88.55827
3.619	1	840.7602	89.44544
0.115	1	251.01341	26.70441
3.361	1	517.74713	55.08124
0.308	1	375.10272	39.90582
0.406	1	419.14292	44.5911
2.155	1	617.10209	65.65126
0.018	1	387.47265	41.22181
0.243	1	299.6111	31.87454
2.667	1	308.63209	32.83425
3.87	1	999.43637	106.32642
2.616	1	318.36407	33.8696
0.32	1	376.15347	40.01761
0.256	1	315.2886	33.54241
0.064	1	273.69261	29.11717
2.281	1	639.17442	67.99946
2.874	1	255.10772	27.13999
1.265	1	819.57442	87.19156
0.588	1	508.00946	54.04529
3.066	1	289.86367	30.83755
0.285	1	328.60336	34.95892
0.534	1	504.54638	53.67687
1.24	1	747.60988	79.53551
1.812	1	892.06597	94.90367
3.375	1	538.57211	57.29674
3.486	1	716.82293	76.2602
0.148	1	244.19243	25.97875
4.353	1	1502.26931	159.821
1.916	1	800.58761	85.17162
3.944	1	1119.81166	119.13271
4.174	1	1355.79101	144.2377
1.949	1	800.04248	85.11363
1.192	1	784.61595	83.47245
3.792	1	848.50145	90.269
1.242	1	827.72975	88.05918
3.01	1	290.29336	30.88326
0.142	1	252.94527	26.90993
0.212	1	281.74022	29.97332
0.042	1	293.3098	31.20417
2.502	1	418.2291	44.49388
3.06	1	285.39286	30.36191
0.425	1	424.36565	45.14673
0.181	1	269.79618	28.70264
0.252	1	295.26305	31.41197
2.153	1	662.74407	70.50694
0.632	1	539.22092	57.36576
2.973	1	261.9541	27.86835
2.142	1	670.73634	71.35721
3.241	1	383.75517	40.82632
0.616	1	552.956	58.82699
0.334	1	384.17865	40.87138
2.7	1	279.65307	29.75128
3.055	1	294.32925	31.31263
0.474	1	464.61861	49.42909
2.67	1	282.30716	30.03364
0.216	1	266.92316	28.39699
0.705	1	573.18733	60.97933
0.01	1	507.05033	53.94325
0.153	1	268.48612	28.56327
0.441	1	418.93743	44.56924
2.442	1	471.91983	50.20584
1.932	1	858.49841	91.33254
2.727	1	271.14256	28.84588
4.467	1	1608.71112	171.14496
0.176	1	269.62593	28.68453
1.589	1	857.9499	91.27419
0.708	1	612.9972	65.21456
0.047	1	289.44416	30.79292
4.751	1	4018.6828	427.53313
1.905	1	756.3324	80.46347
0.641	1	561.24308	59.70862
2.288	1	565.66763	60.17933
1.41	1	788.36694	83.87151
1.163	1	856.85498	91.1577
2.738	1	272.13952	28.95194
2.334	1	576.38577	61.3196
3.783	1	1011.37283	107.5963
2.534	1	409.51941	43.56729
2.33	1	416.52409	44.31249
2.253	1	578.08727	61.50062
0.627	1	521.74173	55.50622
2.982	1	221.43511	23.55768
-0.025	1	1236.96527	131.59626
1.289	1	755.35994	80.36001
2.755	1	248.0328	26.38731
4.141	1	1315.19506	139.91885
0.531	1	477.09365	50.75627
0.598	1	509.4964	54.20348
3.237	1	470.87963	50.09518
2.273	1	645.00783	68.62005
1.57	1	850.26676	90.45681
1.197	1	879.95685	93.61543
0.103	1	232.48742	24.7335
3	1	284.9689	30.31681
3.314	1	489.89936	52.11862
0.208	1	271.68331	28.9034
0.222	1	282.9445	30.10144
1.801	1	814.32029	86.63259
0.697	1	630.76762	67.10509
1.704	1	796.44968	84.7314
3.939	1	1128.82179	120.09127
4.613	1	2403.40043	255.68908
1.073	1	737.86789	78.4991
-0.093	1	20257.97215	2155.17241
2.783	1	248.8668	26.47604
1.158	1	726.912	77.33354
2.594	1	331.01029	35.21499
0.221	1	281.6558	29.96434
0.365	1	370.5191	39.41819
2.124	1	754.14787	80.23107
0.684	1	631.78512	67.21334
1.951	1	844.08217	89.79885
2.705	1	289.30162	30.77775
4.219	1	1393.78693	148.27995
-0.026	1	1179.0892	125.43904
3.528	1	740.54196	78.78358
2.637	1	317.38584	33.76553
-0.03	1	1449.45244	154.202
3.757	1	919.91574	97.86651
3.021	1	265.28841	28.22308
1.684	1	776.00091	82.55593
0.794	1	634.08655	67.45818
0.011	1	460.79215	49.02201
4.596	1	2192.60534	233.26335
2.962	1	255.21855	27.15178
2.475	1	421.49227	44.84104
0.514	1	428.31036	45.56639
0.129	1	261.43681	27.81332
4.937	1	18874.89775	2008.03213
0.052	1	294.55984	31.33716
0.768	1	629.12115	66.92992
0.379	1	411.4014	43.76751
3.458	1	665.74822	70.82655
0.186	1	277.55563	29.52814
0.242	1	297.12973	31.61056
-0.038	1	2108.50136	224.31584
4.839	1	8117.18401	863.55786
0.836	1	643.68274	68.47908
1.838	1	837.09138	89.05513
2.518	1	384.44577	40.8998
4.395	1	1694.25001	180.24513
0.683	1	558.77417	59.44596
0.59	1	477.31169	50.77946
1.792	1	736.13432	78.31467
0.747	1	629.12115	66.92992
4.404	1	1510.47711	160.6942
0.073	1	273.43784	29.09006
2.095	1	671.64695	71.45409
3.516	1	657.36758	69.93496
3.332	1	540.1505	57.46466
1.633	1	865.69341	92.09799
3.5	1	719.51156	76.54623
2.481	1	441.40404	46.95938
3.251	1	435.97862	46.38219
2.599	1	321.99572	34.25596
0.489	1	475.23632	50.55867
2.464	1	453.23782	48.21833
1.029	1	799.70215	85.07742
0.253	1	297.42118	31.64156
2.242	1	695.50123	73.99186
2.965	1	261.37138	27.80636
1.98	1	752.81908	80.0897
5.055	1	42151.11695	4484.30493
1.043	1	756.21071	80.45052
0.364	1	375.43232	39.94089
0.132	1	244.92415	26.05659
0.597	1	532.86276	56.68934
2.546	1	363.32956	38.65332
0.555	1	466.7411	49.6549
0.274	1	343.17996	36.50968
1.211	1	757.61256	80.59966
0.635	1	598.78323	63.70238
0.391	1	405.71906	43.16298
3.419	1	593.56524	63.14726
0.049	1	299.55381	31.86845
2.974	1	258.73105	27.52546
1.525	1	801.20176	85.23696
1.13	1	756.75864	80.50882
4.071	1	1050.12837	111.71936
0.508	1	433.06607	46.07233
0.438	1	438.13271	46.61135
1.77	1	766.38394	81.53282
0.655	1	533.80084	56.78914
3.077	1	307.86385	32.75252
0.315	1	369.70301	39.33137
3.279	1	462.46982	49.20049
0.043	1	313.06242	33.30558
0.796	1	627.10648	66.71559
0.879	1	684.85968	72.85974
0.085	1	273.89199	29.13838
1.361	1	814.1087	86.61008
-0.014	1	848.42487	90.26085
0.124	1	251.17439	26.72153
3.25	1	446.35069	47.48564
3.682	1	834.78677	88.80995
0.174	1	264.79517	28.1706
3.305	1	498.05008	52.98575
0.154	1	268.77785	28.5943
2.204	1	668.97011	71.16931
2.876	1	247.45167	26.32549
4.307	1	1565.31209	166.52789
2.694	1	293.54796	31.22951
-0.013	1	893.08305	95.01188
0.331	1	348.67939	37.09474
1.68	1	788.10255	83.84338
0.008	1	469.7266	49.97252
3.005	1	269.17039	28.63606
2.25	1	597.18546	63.5324
3.107	1	339.55997	36.12456
1.318	1	760.80122	80.93889
2.05	1	658.51892	70.05745
1.646	1	823.52366	87.6117
0.171	1	257.23705	27.36652
3.526	1	687.86675	73.17966
2.672	1	291.95239	31.05976
1.926	1	718.74133	76.46429
0.061	1	266.36343	28.33744
0.143	1	248.65613	26.45363
2.638	1	317.41799	33.76895
0.611	1	526.0633	55.96597
3.685	1	754.63223	80.28259
1.036	1	698.81043	74.34391
2.509	1	428.27133	45.56224
0.168	1	247.65378	26.34699
1.015	1	702.99148	74.78872
1.751	1	778.05638	82.7746
0.111	1	243.40832	25.89533
0.421	1	418.08029	44.47805
0.352	1	365.61901	38.89688
1.17	1	843.70336	89.75855
0.229	1	282.56175	30.06072
2.863	1	241.78668	25.72281
1.496	1	843.40055	89.72633
1.285	1	857.71504	91.2492
3.28	1	440.59713	46.87354
2.375	1	558.2432	59.38948
-0.005	1	673.66868	71.66918
0.051	1	280.80597	29.87393
2.053	1	769.52101	81.86656
3.591	1	730.07371	77.6699
0.261	1	331.98061	35.31822
1.294	1	793.96056	84.46659
0.091	1	251.87436	26.796
3.935	1	1317.96117	140.21312
2.734	1	270.68968	28.7977
1.955	1	748.6221	79.6432
2.77	1	258.38966	27.48914
0.657	1	546.68484	58.15982
4.623	1	2407.70981	256.14754
0.512	1	464.61861	49.42909
0.02	1	422.24963	44.92161
1.484	1	810.1792	86.19204
2.629	1	308.34861	32.80409
3.566	1	791.22046	84.17508
3.439	1	662.51051	70.4821
1.744	1	840.15902	89.38148
1.975	1	745.23897	79.28328
-0.06	1	6224.96628	662.25166
0.434	1	439.29986	46.73552
2.141	1	653.48297	69.52169
2.522	1	396.24395	42.15496
4.279	1	1115.16183	118.63804
-0.003	1	676.7242	71.99424
3.478	1	703.99184	74.89515
2.147	1	659.21166	70.13115
0.662	1	559.63914	59.53799
0.957	1	736.13432	78.31467
3.599	1	717.64384	76.34753
2.2	1	629.96442	67.01964
0.217	1	285.211	30.34257
3.524	1	776.25725	82.5832
0.76	1	601.08064	63.9468
4.428	1	1607.88558	171.05713
2.489	1	453.54398	48.2509
3.852	1	972.04747	103.41262
3.672	1	781.48479	83.13934
0.146	1	247.78434	26.36088
2.818	1	242.03572	25.7493
1.48	1	791.35369	84.18926
2.934	1	242.10429	25.7566
1.821	1	860.06946	91.49968
4.526	1	1743.91449	185.52876
0.072	1	269.00092	28.61804
3.586	1	729.22413	77.57952
2.967	1	252.90443	26.90559
1.411	1	822.44283	87.49672
0.491	1	435.85733	46.36928
1.088	1	801.95368	85.31695
-0.02	1	947.07296	100.75567
2.845	1	248.22275	26.40752
2.304	1	595.93603	63.39948
3.396	1	638.17632	67.89327
2.739	1	268.95474	28.61312
0.448	1	416.1737	44.27521
2.613	1	306.48861	32.60621
2.791	1	278.88144	29.66919
0.288	1	331.12689	35.22739
0.519	1	501.66511	53.37034
1.305	1	776.57791	82.61732
1.558	1	765.57249	81.44649
2.104	1	709.67905	75.50019
0.37	1	401.31923	42.6949
0.798	1	628.15418	66.82705
1.871	1	778.50746	82.82259
1.184	1	772.55684	82.18953
2.266	1	659.53544	70.16559
4.241	1	1294.72439	137.74105
0.321	1	355.32241	37.80147
1.889	1	825.18647	87.78861
1.632	1	742.53093	78.99518
1.958	1	728.15083	77.46533
3.588	1	749.45775	79.7321
2.449	1	466.32431	49.61056
0.105	1	243.38311	25.89265
1.693	1	781.09515	83.09789
1.272	1	891.30467	94.82268
1.007	1	725.28542	77.16049
